,,,,,,,,,,,,VIP scores from the PLS-DA analysis,,,,
Protein,Accession Number,Protein Name,Peptides per protein,Mean COVID+,Mean COVID-,Median COVID+,Median COVID-,%CV COVID+,%CV COVID-,Mann-Whitney U Test p value,Fold Change,Comp. 1,Comp. 2,Comp. 3,Comp. 4,Comp. 5
sp|P04843|RPN1_HUMAN,P04843,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,1,1.81929E-05,1.03035E-05,1.32644E-05,1.18696E-05,47.72953002,42.05270841,0.3101,1.12,1.5192,1.4811,1.4732,1.4727,1.4723
sp|P49189|AL9A1_HUMAN,P49189,4-trimethylaminobutyraldehyde dehydrogenase,1,2.52138E-05,2.17919E-05,2.44626E-05,9.54697E-06,32.21477323,88.92347757,0.5481,2.56,0.34538,0.36423,0.36675,0.36901,0.37159
sp|Q96BQ1|FAM3D_HUMAN,Q96BQ1,Protein FAM3D,2,1.78048E-05,1.69678E-05,1.26503E-05,1.81358E-05,66.93642126,33.53681104,0.8411,0.70,0.14475,0.49139,0.49269,0.49405,0.49455
sp|P28676|GRAN_HUMAN,P28676,Grancalcin,2,3.50644E-05,1.67338E-05,3.44799E-05,1.29387E-05,81.50406106,48.89802118,0.3101,2.66,1.2462,1.189,1.1896,1.1893,1.1891
sp|P30048|PRDX3_HUMAN,P30048,"Thioredoxin-dependent peroxide reductase, mitochondrial",4,5.64489E-05,6.9558E-05,4.05723E-05,7.22871E-05,70.41847447,34.71216633,0.5481,0.56,0.60921,0.70939,0.71386,0.71308,0.71326
sp|P16401|H15_HUMAN,P16401,Histone H1.5,2,1.74547E-05,2.26923E-05,1.31751E-05,1.32611E-05,82.20708,78.74448378,0.5481,0.99,0.48042,0.45764,0.4563,0.47117,0.47104
sp|Q01459|DIAC_HUMAN,Q01459,Di-N-acetylchitobiase,4,5.53783E-05,5.29087E-05,5.19475E-05,5.50815E-05,25.1504419,28.55651637,1.0001,0.94,0.26512,0.28456,0.32215,0.32411,0.32402
sp|P04632|CPNS1_HUMAN,P04632,Calpain small subunit 1,1,1.59607E-05,8.79276E-06,1.45394E-05,8.66888E-06,45.76884449,20.41812967,0.0951,1.68,1.7484,1.6693,1.6622,1.66,1.6598
sp|O43240|KLK10_HUMAN,O43240,Kallikrein-10,2,5.46617E-05,3.44959E-05,4.34123E-05,2.28834E-05,65.047607,70.01547818,0.2221,1.90,0.98103,0.93775,0.93257,0.93116,0.93244
sp|P01861|IGHG4_HUMAN,P01861,Immunoglobulin heavy constant gamma 4,2,0.000109356,0.000701244,4.8133E-05,0.000471898,122.7626129,87.48729174,0.2221,0.10,1.7065,1.6804,1.673,1.6705,1.6701
sp|P15586|GNS_HUMAN,P15586,N-acetylglucosamine-6-sulfatase,2,2.18417E-05,2.06953E-05,2.22808E-05,2.59242E-05,79.16934927,54.34242673,1.0001,0.86,0.13799,0.3121,0.32296,0.32315,0.32753
sp|P19971|TYPH_HUMAN,P19971,Thymidine phosphorylase,2,5.93897E-05,2.17952E-05,7.70492E-05,1.30908E-05,60.83252537,132.205854,0.0321,5.89,1.5426,1.5007,1.4944,1.4936,1.4936
sp|O95716|RAB3D_HUMAN,O95716,Ras-related protein Rab-3D,1,2.04467E-05,1.28423E-05,2.02738E-05,1.33749E-05,80.428687,72.50032686,0.6901,1.52,0.88863,0.84861,0.86352,0.86321,0.863
sp|Q9Y5Z4|HEBP2_HUMAN,Q9Y5Z4,Heme-binding protein 2,3,3.39239E-05,3.43202E-05,3.13406E-05,2.33275E-05,43.58904533,56.17389806,0.8411,1.34,0.037201,0.23562,0.24265,0.24271,0.24301
sp|P00403|COX2_HUMAN,P00403,Cytochrome c oxidase subunit 2,2,5.57468E-05,3.96374E-05,5.55467E-05,4.46856E-05,29.33215298,88.01232538,0.5481,1.24,0.91344,0.8701,0.86548,0.86768,0.86763
sp|O75874|IDHC_HUMAN,O75874,Isocitrate dehydrogenase [NADP] cytoplasmic,2,4.26949E-05,2.84007E-05,5.01204E-05,2.81454E-05,52.7834384,27.76112619,0.1511,1.78,1.2218,1.1651,1.1653,1.1658,1.1656
sp|P23083|HV102_HUMAN,P23083,Immunoglobulin heavy variable 1-2,1,0.000241465,0.000448209,1.74301E-05,0.000486677,196.731796,97.95950857,1.0001,0.04,0.69482,0.85514,0.85041,0.85403,0.85415
sp|P20340|RAB6A_HUMAN,P20340,Ras-related protein Rab-6A,1,1.22372E-05,5.22526E-06,1.20182E-05,5.50486E-06,11.56981229,56.1134066,0.0081,2.18,2.4699,2.3634,2.3509,2.3475,2.3469
sp|P11169|GTR3_HUMAN,P11169,"Solute carrier family 2, facilitated glucose transporter member 3",1,4.98828E-06,1.2615E-05,7.82277E-07,1.28845E-05,151.7852379,77.26518568,0.1511,0.06,1.2738,1.2211,1.2162,1.2157,1.2157
sp|O95336|6PGL_HUMAN,O95336,6-phosphogluconolactonase,1,2.40587E-05,1.72419E-05,2.17698E-05,1.57643E-05,39.35246671,33.87443362,0.3101,1.38,1.2532,1.2602,1.2534,1.2515,1.2511
sp|P06865|HEXA_HUMAN,P06865,Beta-hexosaminidase subunit alpha,1,2.08533E-05,2.96579E-05,2.10422E-05,1.57213E-05,7.232816267,99.17643348,0.6901,1.34,0.65545,0.64325,0.6594,0.66592,0.66898
sp|A0A0B4J1X5|HV374_HUMAN,A0A0B4J1X5,Immunoglobulin heavy variable 3-74,4,0.001717575,0.000445855,0.000677666,0.0003183,152.9690844,87.89466306,0.3101,2.13,1.0163,1.062,1.0632,1.062,1.062
sp|P07711|CATL1_HUMAN,P07711,Procathepsin L,1,2.64519E-05,2.52356E-05,2.9824E-05,2.70641E-05,67.0191034,31.43191081,1.0001,1.10,0.13038,0.55353,0.5524,0.55197,0.55181
sp|Q13404|UB2V1_HUMAN,Q13404,Ubiquitin-conjugating enzyme E2 variant 1,2,2.74165E-05,3.48172E-05,3.00332E-05,4.02016E-05,40.83208794,44.70621816,0.4211,0.75,0.83919,1.0386,1.0379,1.0367,1.0366
sp|P15328|FOLR1_HUMAN,P15328,Folate receptor alpha,4,0.000158172,0.000130638,0.000159749,0.000119441,13.21775735,26.50741056,0.2221,1.34,1.3741,1.3128,1.3174,1.3186,1.3183
sp|P16930|FAAA_HUMAN,P16930,Fumarylacetoacetase,2,3.72535E-05,3.7758E-05,3.49341E-05,3.34377E-05,76.63260896,50.44251338,1.0001,1.04,0.029109,0.27362,0.29577,0.30306,0.30305
sp|A0A087WSY6|KVD15_HUMAN,A0A087WSY6,Immunoglobulin kappa variable 3D-15,5,0.000707638,0.000385544,0.000669866,0.000446294,43.19269297,56.47909648,0.0951,1.50,1.6095,1.5608,1.5523,1.5501,1.5497
sp|Q9BTM1|H2AJ_HUMAN,Q9BTM1,Histone H2A.J,1,3.34228E-05,6.21678E-05,1.09705E-05,6.04099E-05,170.0177538,58.73596355,0.1511,0.18,0.96325,0.92974,0.92543,0.92955,0.92954
sp|P0DP04|HV43D_HUMAN,P0DP04,Immunoglobulin heavy variable 3-43D,1,6.5855E-05,1.97741E-05,6.38354E-05,1.89681E-05,63.63870597,43.19775822,0.0161,3.37,1.8832,1.8028,1.7941,1.7916,1.7912
sp|P0DSN7|KVD37_HUMAN,P0DSN7,Probable non-functional immunoglobulinn kappa variable 1D-37,1,0.001293597,0.000623423,0.000269974,0.00021546,129.2518008,119.6271683,0.4211,1.25,0.82221,0.95776,0.95403,0.95272,0.95256
sp|P41439|FOLR3_HUMAN,P41439,Folate receptor gamma,4,0.000148701,0.000104479,0.000123669,0.000120435,54.22581242,40.15964779,0.8411,1.03,0.95621,0.91235,0.93579,0.93439,0.9342
sp|P04004|VTNC_HUMAN,P04004,Vitronectin,3,8.75123E-05,7.69023E-05,9.39226E-05,8.49162E-05,36.8001551,36.20267408,0.6901,1.11,0.47679,0.66372,0.66128,0.66139,0.6612
sp|P63244|RACK1_HUMAN,P63244,Receptor of activated protein C kinase 1,2,1.66748E-05,3.83715E-05,1.49303E-05,2.06279E-05,32.84900389,127.6570251,0.5481,0.72,0.94987,0.96451,0.96298,0.96388,0.96434
sp|P80303|NUCB2_HUMAN,P80303,Nucleobindin-2,2,2.00912E-05,2.12636E-05,7.52775E-06,2.28512E-05,110.0248999,27.68236893,0.3101,0.33,0.1027,0.1792,0.17834,0.18344,0.18364
sp|P55072|TERA_HUMAN,P55072,Transitional endoplasmic reticulum ATPase,3,4.7545E-05,3.41376E-05,4.39177E-05,3.17177E-05,49.24192959,55.27809699,0.6901,1.38,0.95296,0.94586,0.94959,0.94829,0.94821
sp|P17900|SAP3_HUMAN,P17900,Ganglioside GM2 activator,1,8.00513E-06,2.03254E-05,6.29147E-06,9.00155E-06,57.27941604,140.975432,0.8411,0.70,0.92016,0.91775,0.91737,0.9194,0.91967
sp|P02765|FETUA_HUMAN,P02765,Alpha-2-HS-glycoprotein,2,2.17485E-05,1.19455E-05,2.03019E-05,9.69007E-06,54.29657415,48.23229758,0.1511,2.10,1.4666,1.404,1.4116,1.4096,1.4093
sp|O75367|H2AY_HUMAN,O75367,Core histone macro-H2A.1,2,1.52808E-05,1.75115E-05,2.00281E-05,1.5647E-05,70.2233735,58.57825593,0.6901,1.28,0.3664,0.4743,0.47978,0.48177,0.48379
sp|P20073|ANXA7_HUMAN,P20073,Annexin A7,1,5.37935E-06,1.47258E-06,4.16695E-06,6.51087E-07,60.83501517,102.5578418,0.0321,6.40,1.8486,1.7738,1.7671,1.7645,1.7641
sp|P09622|DLDH_HUMAN,P09622,"Dihydrolipoyl dehydrogenase, mitochondrial",1,2.64387E-05,8.09123E-06,2.7785E-05,8.89452E-06,48.21093291,76.09566752,0.0561,3.12,2.0556,1.9697,1.9595,1.9565,1.956
sp|P13489|RINI_HUMAN,P13489,Ribonuclease inhibitor,1,4.6451E-05,1.79438E-05,3.02199E-05,1.91765E-05,66.53693269,41.64258405,0.0561,1.58,1.6576,1.5833,1.5747,1.5739,1.5736
sp|Q9UIJ7|KAD3_HUMAN,Q9UIJ7,"GTP:AMP phosphotransferase AK3, mitochondrial",1,2.75409E-05,3.89444E-05,1.24074E-05,1.15071E-05,129.5563517,138.0530928,0.8411,1.08,0.39449,0.40394,0.42817,0.42779,0.43059
sp|P08865|RSSA_HUMAN,P08865,40S ribosomal protein SA,2,2.37526E-05,2.32982E-05,1.78128E-05,1.26827E-05,78.93507402,115.751246,0.5481,1.40,0.034777,0.48341,0.4828,0.48757,0.48784
sp|Q15631|TSN_HUMAN,Q15631,Translin,3,3.05906E-05,2.74606E-05,2.69913E-05,2.46195E-05,42.54268027,34.42287394,0.6901,1.10,0.44408,0.47829,0.50595,0.50519,0.50555
sp|P07686|HEXB_HUMAN,P07686,Beta-hexosaminidase subunit beta,1,1.521E-05,9.5231E-06,1.22189E-05,1.03961E-05,37.58720333,46.76957216,0.0561,1.18,1.5141,1.4933,1.4918,1.4898,1.4894
sp|P04844|RPN2_HUMAN,P04844,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,1,5.50553E-06,6.36585E-06,5.48605E-06,3.91294E-06,66.50027218,100.7468451,1.0001,1.40,0.2897,0.36828,0.37624,0.38706,0.38764
sp|P21926|CD9_HUMAN,P21926,CD9 antigen,1,0.000124476,0.000121966,0.000113535,0.000123505,37.59433994,40.00565204,1.0001,0.92,0.12178,0.65728,0.65372,0.65376,0.6536
sp|P10619|PPGB_HUMAN,P10619,Lysosomal protective protein,2,2.15008E-05,1.42651E-05,1.8006E-05,1.18035E-05,43.33435419,38.45748618,0.0561,1.53,1.3287,1.3005,1.2954,1.2941,1.2938
sp|P35232|PHB_HUMAN,P35232,Prohibitin,2,2.8335E-05,2.17099E-05,2.45524E-05,1.88918E-05,45.67827197,83.22114828,0.3101,1.30,0.66435,0.73704,0.74248,0.7423,0.74244
sp|Q9UBC9|SPRR3_HUMAN,Q9UBC9,Small proline-rich protein 3,3,7.61029E-05,3.26402E-05,8.07035E-05,2.93003E-05,48.91859887,43.48406332,0.0561,2.75,1.8935,1.839,1.8316,1.8288,1.8286
sp|Q8TAX7|MUC7_HUMAN,Q8TAX7,Mucin-7,2,0.000665177,0.000816064,0.000586774,0.000504056,47.33176356,89.93914319,0.8411,1.16,0.42611,0.40591,0.40461,0.41157,0.41145
sp|A0A0B4J1V0|HV315_HUMAN,A0A0B4J1V0,Immunoglobulin heavy variable 3-15,5,0.000335772,0.000223535,0.000364642,0.000221172,43.49937665,74.23281538,0.4211,1.65,1.0452,1.0138,1.0085,1.0071,1.0068
sp|P30046|DOPD_HUMAN,P30046,D-dopachrome decarboxylase,1,1.68225E-05,1.47736E-05,1.06763E-05,1.91417E-05,95.18709381,77.21732678,1.0001,0.56,0.24871,0.24531,0.2587,0.26758,0.26753
sp|P14598|NCF1_HUMAN,P14598,Neutrophil cytosol factor 1,1,2.44413E-05,2.00969E-05,1.75638E-05,7.23652E-06,79.23167027,159.6250999,0.4211,2.43,0.26088,0.2623,0.28994,0.29756,0.29747
sp|Q9H4A4|AMPB_HUMAN,Q9H4A4,Aminopeptidase B,1,8.18426E-06,1.76098E-05,7.66799E-06,1.23781E-05,64.03243558,90.37025017,0.4211,0.62,1.1458,1.1413,1.1359,1.1352,1.135
sp|P05120|PAI2_HUMAN,P05120,Plasminogen activator inhibitor 2,2,3.29165E-05,3.17561E-05,3.508E-05,1.96903E-05,57.29078833,71.33571465,0.8411,1.78,0.064666,0.2065,0.20615,0.23843,0.23838
sp|Q9UL25|RAB21_HUMAN,Q9UL25,Ras-related protein Rab-21,1,1.76783E-05,2.20099E-05,1.34272E-05,1.8481E-05,86.00701998,34.79404343,0.5481,0.73,0.52814,0.51339,0.51869,0.52756,0.52778
sp|P99999|CYC_HUMAN,P99999,Cytochrome c,3,2.36878E-05,3.67552E-05,2.32295E-05,3.70084E-05,53.93120032,28.2689045,0.1511,0.63,1.5367,1.5167,1.5084,1.5061,1.5056
sp|Q6ZVX7|FBX50_HUMAN,Q6ZVX7,F-box only protein 50,1,1.69387E-05,1.06743E-05,1.79403E-05,1.02718E-05,24.85465946,57.04138226,0.0951,1.75,1.5409,1.4712,1.4633,1.4625,1.4621
sp|P13716|HEM2_HUMAN,P13716,Delta-aminolevulinic acid dehydratase,1,1.19715E-05,5.0568E-06,8.73095E-06,4.28092E-06,93.0110805,89.16302796,0.5481,2.04,1.1739,1.1489,1.1485,1.147,1.1468
sp|P51572|BAP31_HUMAN,P51572,B-cell receptor-associated protein 31,1,4.70678E-05,3.51472E-05,4.22323E-05,3.07583E-05,64.10063921,54.39242266,0.5481,1.37,0.72512,0.77965,0.78029,0.78167,0.7815
sp|P53004|BIEA_HUMAN,P53004,Biliverdin reductase A,2,2.00704E-05,1.42479E-05,2.06281E-05,1.61947E-05,29.27806347,34.55968675,0.3101,1.27,1.4544,1.3892,1.3883,1.3863,1.386
sp|Q9Y277|VDAC3_HUMAN,Q9Y277,Voltage-dependent anion-selective channel protein 3,1,1.32133E-05,1.12797E-05,1.1451E-05,1.23409E-05,62.59069068,55.42758678,1.0001,0.93,0.40123,0.42052,0.44489,0.44511,0.44633
sp|Q9UKR0|KLK12_HUMAN,Q9UKR0,Kallikrein-12,1,2.02802E-05,1.55881E-05,1.10978E-05,1.13936E-05,126.892541,87.3643615,0.8411,0.97,0.364,0.36864,0.41038,0.4108,0.41249
sp|P12724|ECP_HUMAN,P12724,Eosinophil cationic protein,1,1.49767E-05,1.16472E-05,1.54446E-05,1.28955E-05,51.03974785,51.16843917,0.6901,1.20,0.66663,0.65062,0.65127,0.65373,0.65434
sp|P46976|GLYG_HUMAN,P46976,Glycogenin-1,2,8.3751E-05,6.77452E-05,5.97072E-05,5.12479E-05,48.14285896,49.93342881,0.4211,1.17,0.71769,0.85783,0.85318,0.85267,0.85243
sp|O75131|CPNE3_HUMAN,O75131,Copine-3,2,3.16243E-05,4.07628E-05,2.47444E-05,3.9302E-05,76.0544084,56.30550913,0.5481,0.63,0.61589,0.76003,0.76704,0.76588,0.76576
sp|P05156|CFAI_HUMAN,P05156,Complement factor I,2,4.88641E-05,2.69491E-05,5.06691E-05,3.06973E-05,56.51082558,37.25790576,0.3101,1.65,1.4472,1.3794,1.3718,1.3699,1.3695
sp|Q04760|LGUL_HUMAN,Q04760,Lactoylglutathione lyase,3,5.02595E-05,6.76626E-05,4.70094E-05,5.94471E-05,39.42513727,51.46018918,0.4211,0.79,0.92884,0.93493,0.94376,0.94302,0.94315
sp|P02743|SAMP_HUMAN,P02743,Serum amyloid P-component,3,4.85298E-05,3.67455E-05,4.06757E-05,4.0903E-05,56.69273382,46.29130929,0.8411,0.99,0.79371,0.76285,0.76981,0.77124,0.7713
sp|Q9H0W9|CK054_HUMAN,Q9H0W9,Ester hydrolase C11orf54,1,1.77632E-05,1.06922E-05,1.92036E-05,9.24786E-06,90.2594053,49.46058126,0.5481,2.08,0.88512,0.86731,0.88088,0.88286,0.88374
sp|Q99623|PHB2_HUMAN,Q99623,Prohibitin-2,2,3.53982E-05,2.14799E-05,3.31814E-05,2.05915E-05,41.98201466,17.24764268,0.0321,1.61,1.6629,1.6223,1.6166,1.6141,1.6137
sp|Q99805|TM9S2_HUMAN,Q99805,Transmembrane 9 superfamily member 2,1,5.84159E-05,3.3521E-05,4.51924E-05,2.82379E-05,57.22243769,67.15035258,0.2221,1.60,1.2496,1.2717,1.2652,1.2633,1.263
sp|P16402|H13_HUMAN,P16402,Histone H1.3,1,5.58619E-06,2.83464E-06,6.558E-06,3.28955E-06,43.64753031,43.82662584,0.0951,1.99,1.7802,1.7081,1.7008,1.6983,1.6978
sp|O00584|RNT2_HUMAN,O00584,Ribonuclease T2,1,6.79512E-06,5.72297E-06,5.38604E-06,4.13989E-06,52.55290317,100.5179799,0.5481,1.30,0.37781,0.43409,0.43171,0.43547,0.43565
sp|P08174|DAF_HUMAN,P08174,Complement decay-accelerating factor,3,5.79534E-05,3.87179E-05,3.64019E-05,3.29046E-05,59.47479653,50.13805971,0.3101,1.11,1.0108,0.98579,0.98034,0.98113,0.98091
sp|P20292|AL5AP_HUMAN,P20292,Arachidonate 5-lipoxygenase-activating protein,3,0.000212486,0.000207934,0.000142104,0.00014876,113.4364146,62.36040579,0.8411,0.96,0.052736,0.16084,0.20709,0.22239,0.22251
sp|P06731|CEAM5_HUMAN,P06731,Carcinoembryonic antigen-related cell adhesion molecule 5,2,4.98028E-05,2.74663E-05,4.76426E-05,1.63952E-05,35.47563142,100.2314308,0.0951,2.91,1.3693,1.3577,1.3506,1.349,1.3488
sp|P07954|FUMH_HUMAN,P07954,"Fumarate hydratase, mitochondrial",2,2.35658E-05,1.32562E-05,2.18185E-05,1.38445E-05,42.767634,61.03748987,0.1511,1.58,1.5062,1.444,1.4374,1.4354,1.435
sp|Q9UHL4|DPP2_HUMAN,Q9UHL4,Dipeptidyl peptidase 2,2,2.44173E-05,2.28516E-05,2.53167E-05,1.71192E-05,42.64279443,40.41440206,0.8411,1.48,0.27583,0.38241,0.4173,0.41672,0.41684
sp|P62993|GRB2_HUMAN,P62993,Growth factor receptor-bound protein 2,1,2.78418E-05,2.86606E-05,3.67444E-05,2.82816E-05,85.13790678,68.88268009,1.0001,1.30,0.048601,0.25278,0.25314,0.25435,0.25899
sp|P49720|PSB3_HUMAN,P49720,Proteasome subunit beta type-3,1,7.95595E-06,9.92174E-06,7.24051E-06,4.4257E-06,81.91962676,139.7423006,1.0001,1.64,0.2626,0.55183,0.54885,0.54805,0.5489
sp|P15153|RAC2_HUMAN,P15153,Ras-related C3 botulinum toxin substrate 2,3,7.47804E-05,2.67463E-05,5.17335E-05,2.75518E-05,74.68150301,18.21751186,0.0081,1.88,1.6315,1.5564,1.554,1.5529,1.5524
sp|Q86VR7|VS10L_HUMAN,Q86VR7,V-set and immunoglobulin domain-containing protein 10-like,2,1.75653E-05,8.54826E-06,1.98324E-05,9.95513E-06,23.5973772,46.92207635,0.0161,1.99,2.2409,2.1388,2.1272,2.125,2.1244
sp|P11279|LAMP1_HUMAN,P11279,Lysosome-associated membrane glycoprotein 1,3,9.80121E-05,8.66365E-05,7.58891E-05,0.000102637,42.68263143,35.58157437,0.8411,0.74,0.54072,0.73828,0.73475,0.7341,0.7343
sp|P42785|PCP_HUMAN,P42785,Lysosomal Pro-X carboxypeptidase,1,1.24834E-05,1.08221E-05,1.46043E-05,9.93981E-06,29.399776,46.01335171,0.5481,1.47,0.65299,0.64074,0.66459,0.66538,0.66521
sp|Q16698|DECR_HUMAN,Q16698,"2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial",1,1.04508E-05,1.7138E-05,4.94614E-06,1.28892E-05,132.4657265,93.41208175,0.6901,0.38,0.70043,0.88568,0.89024,0.88896,0.8888
sp|P01614|KVD40_HUMAN,P01614,Immunoglobulin kappa variable 2D-40,3,0.002730145,0.001128923,0.001543547,0.001399006,116.9011283,61.300961,0.5481,1.10,1.0237,1.0707,1.0727,1.0713,1.0714
sp|P08637|FCG3A_HUMAN,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A,2,0.000101309,8.60869E-05,9.6472E-05,8.88783E-05,69.49826848,65.80869232,0.8411,1.09,0.36277,0.34843,0.35153,0.35975,0.35985
sp|P06312|KV401_HUMAN,P06312,Immunoglobulin kappa variable 4-1,3,0.002966314,0.001727732,0.00307314,0.002135718,32.79729461,56.20587571,0.1511,1.44,1.6779,1.6051,1.5973,1.5963,1.5958
sp|P61769|B2MG_HUMAN,P61769,Beta-2-microglobulin,1,9.53941E-06,3.65653E-06,1.07287E-05,2.83697E-06,41.6215593,52.4429645,0.0561,3.78,2.095,2.0706,2.0619,2.0588,2.0583
sp|O75368|SH3L1_HUMAN,O75368,SH3 domain-binding glutamic acid-rich-like protein,1,2.85639E-05,1.14698E-05,1.73882E-05,1.08483E-05,85.10324058,57.03783161,0.2221,1.60,1.3471,1.329,1.3346,1.3331,1.3328
sp|P01860|IGHG3_HUMAN,P01860,Immunoglobulin heavy constant gamma 3,2,0.000103167,4.89061E-05,8.30867E-05,3.80968E-05,96.11324826,72.52722192,0.5481,2.18,1.0688,1.0186,1.0276,1.0273,1.0273
sp|P27348|1433T_HUMAN,P27348,14-3-3 protein theta,1,5.7877E-05,7.16622E-05,4.85745E-05,6.52954E-05,33.57222239,23.26020405,0.0951,0.74,1.1058,1.1185,1.1152,1.1144,1.1145
sp|A0A0B4J1V6|HV373_HUMAN,A0A0B4J1V6,Immunoglobulin heavy variable 3-73,3,0.00017464,8.47584E-05,0.000181364,7.00293E-05,36.28464092,54.97965771,0.0561,2.59,1.9326,1.844,1.834,1.8312,1.8307
sp|P0DP09|KV113_HUMAN,P0DP09,Immunoglobulin kappa variable 1-13,1,0.000137576,0.000219714,9.09589E-05,5.36361E-05,63.02166367,119.0269652,0.6901,1.70,0.64906,0.82022,0.81585,0.81547,0.81611
sp|A0A0C4DH36|HV338_HUMAN,A0A0C4DH36,Probable non-functional immunoglobulin heavy variable 3-38,2,0.00044666,0.000137612,0.000160431,0.000129881,131.307622,52.66592829,0.2221,1.24,1.103,1.1245,1.1248,1.1233,1.1235
sp|P0DP01|HV108_HUMAN,P0DP01,Immunoglobulin heavy variable 1-8,1,3.49709E-05,1.82743E-05,2.44137E-05,1.90715E-05,81.96141665,58.43017786,0.2221,1.28,1.1174,1.1671,1.1782,1.1771,1.1768
sp|A0A075B6Q5|HV364_HUMAN,A0A075B6Q5,Immunoglobulin heavy variable 3-64,2,0.000144238,8.18278E-05,0.000152765,9.61121E-05,36.42326057,64.41025741,0.1511,1.59,1.5829,1.51,1.5017,1.4996,1.5
sp|Q6XQN6|PNCB_HUMAN,Q6XQN6,Nicotinate phosphoribosyltransferase,1,2.94272E-05,2.77124E-05,1.14155E-05,1.51106E-05,117.6277945,98.33424982,1.0001,0.76,0.086218,0.184,0.21591,0.23724,0.23777
sp|Q14508|WFDC2_HUMAN,Q14508,WAP four-disulfide core domain protein 2,3,2.48925E-05,2.7317E-05,3.12179E-05,1.69453E-05,55.6198031,79.92963193,1.0001,1.84,0.22942,0.33662,0.39533,0.40471,0.40827
sp|P30050|RL12_HUMAN,P30050,60S ribosomal protein L12,1,3.30232E-06,2.33131E-06,3.19326E-06,1.23824E-06,62.54445948,98.07427042,0.4211,2.58,0.67364,0.6681,0.68803,0.68699,0.6869
sp|P39656|OST48_HUMAN,P39656,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,1,8.47954E-06,2.80026E-06,8.42216E-06,2.67242E-06,41.14852672,91.15518067,0.0321,3.15,2.0601,1.9727,1.9618,1.9589,1.9583
sp|P31949|S10AB_HUMAN,P31949,Protein S100-A11,2,0.000162397,8.96949E-05,0.000196735,3.24968E-05,73.83238801,100.1123838,0.1511,6.05,1.0299,1.033,1.0509,1.0495,1.0492
sp|P26447|S10A4_HUMAN,P26447,Protein S100-A4,2,2.08596E-05,2.03418E-05,9.45358E-06,1.53199E-05,94.283885,48.66593428,0.4211,0.62,0.07647,0.10223,0.20252,0.20512,0.20541
sp|Q08477|CP4F3_HUMAN,Q08477,Cytochrome P450 4F3,2,4.46727E-05,6.62775E-05,4.32285E-05,6.17704E-05,26.66516217,33.03305121,0.1511,0.70,1.6156,1.5391,1.5309,1.5289,1.5292
sp|P25787|PSA2_HUMAN,P25787,Proteasome subunit alpha type-2,2,2.70199E-05,2.51376E-05,1.5338E-05,2.40306E-05,68.93013951,57.63109532,0.8411,0.64,0.194,0.32125,0.32484,0.32857,0.32925
sp|O95867|LY66C_HUMAN,O95867,Lymphocyte antigen 6 complex locus protein G6c,2,5.52132E-05,0.000129496,2.51321E-05,0.000113507,105.5595941,93.64751541,0.3101,0.22,1.1419,1.2433,1.2381,1.2364,1.2361
sp|P01701|LV151_HUMAN,P01701,Immunoglobulin lambda variable 1-51,2,0.000143944,0.00013234,0.000123067,0.000129162,69.63266055,63.50410823,1.0001,0.95,0.22041,0.5705,0.56916,0.56836,0.56884
sp|Q15363|TMED2_HUMAN,Q15363,Transmembrane emp24 domain-containing protein 2,2,5.12177E-05,3.7572E-05,5.66969E-05,3.02471E-05,44.25450854,76.90420021,0.4211,1.87,0.80883,0.77714,0.7821,0.79048,0.7923
sp|P48594|SPB4_HUMAN,P48594,Serpin B4,1,1.71886E-05,1.44795E-05,1.77241E-05,1.08813E-05,73.23173891,62.67514683,0.6901,1.63,0.40264,0.45723,0.4547,0.45656,0.45643
sp|Q9NZD2|GLTP_HUMAN,Q9NZD2,Glycolipid transfer protein,1,2.75071E-05,1.13551E-05,2.56544E-05,9.89651E-06,55.17408201,76.17632853,0.1511,2.59,1.7025,1.6268,1.6181,1.6158,1.6153
sp|P04196|HRG_HUMAN,P04196,Histidine-rich glycoprotein,2,1.48918E-05,1.50176E-05,1.55472E-05,1.17051E-05,44.75360592,96.2939751,0.5481,1.33,0.03725,0.038574,0.17925,0.19747,0.20758
sp|P04066|FUCO_HUMAN,P04066,Tissue alpha-L-fucosidase,1,1.27614E-05,4.64129E-06,3.62854E-06,4.5796E-06,170.8163194,49.36125408,0.8411,0.79,0.80591,0.76829,0.77849,0.78113,0.78091
sp|P62316|SMD2_HUMAN,P62316,Small nuclear ribonucleoprotein Sm D2,2,9.67655E-06,6.54692E-06,5.51833E-06,7.99827E-06,110.9634012,51.87336649,0.8411,0.69,0.62566,0.59853,0.61498,0.61765,0.61746
sp|Q15080|NCF4_HUMAN,Q15080,Neutrophil cytosol factor 4,1,6.34523E-06,4.80448E-06,2.95863E-06,4.0746E-06,127.2420899,79.53779565,1.0001,0.73,0.37743,0.36067,0.39245,0.39785,0.39808
sp|P01721|LV657_HUMAN,P01721,Immunoglobulin lambda variable 6-57,5,0.000146948,8.96432E-05,0.000154105,0.000100686,28.92607091,58.39954982,0.1511,1.53,1.578,1.5099,1.5046,1.5029,1.5028
